# log(age)     Mini          Mact          logl          logt          logg      Composition      Phase         logMdot
   5.000    0.65426090    0.65426064    0.71319294    3.62947023    3.01171556    0.77018929   -1.00000000  -1.18706e+01
   5.000    0.87242176    0.87242134    0.95294311    3.64811680    2.97144623    0.77018929   -1.00000000  -1.16730e+01
   5.000    1.09501916    1.09501856    1.12855200    3.66017679    2.94290670    0.77018929   -1.00000000  -1.15303e+01
   5.000    2.14964844    2.14964688    1.55964916    3.68888476    2.91951120    0.77018929   -1.00000000  -1.12312e+01
   5.000    2.53053903    2.53053710    1.65429131    3.69465771    2.91885272    0.77018929   -1.00000000  -1.11717e+01
   5.000    2.91038986    2.91038756    1.73559626    3.69925808    2.91673512    0.77018929   -1.00000000  -1.11199e+01
   5.000    3.27415886    3.27415619    1.80531092    3.70277502    2.91222103    0.77018929   -1.00000000  -1.10727e+01
   5.000    3.62432166    3.62431863    1.86738540    3.70570470    2.90600132    0.77018929   -1.00000000  -1.10294e+01
   5.000    3.96369836    3.96369497    1.92412169    3.70831086    2.89856156    0.77018929   -1.00000000  -1.09891e+01
   5.000    4.30501792    4.30501416    1.98194179    3.71065602    2.88590549    0.77018929   -1.00000000  -1.09431e+01
   5.000    4.58581836    4.58581428    2.02819679    3.71282529    2.87574861    0.77018929   -1.00000000  -1.09066e+01
   5.000    4.81084615    4.81084184    2.07161500    3.71460613    2.86029615    0.77018929   -1.00000000  -1.08661e+01
   5.000    4.98554241    4.98553797    2.11963562    3.71595788    2.83324897    0.77018929   -1.00000000  -1.08161e+01
   5.000    5.21677400    5.21676927    2.17263965    3.71817541    2.80877645    0.77018929   -1.00000000  -1.07635e+01
   5.000    5.44949734    5.44949227    2.23628815    3.72071733    2.77423382    0.77018929   -1.00000000  -1.06950e+01
   5.000    5.66798515    5.66797970    2.31247852    3.72360380    2.72664256    0.77018929   -1.00000000  -1.06063e+01
   5.000    5.87149368    5.87148780    2.40295982    3.72743631    2.66680698    0.77018930   -1.00000000  -1.04955e+01
   5.000    6.05642740    6.05642103    2.49351353    3.73233958    2.60929033    0.77018930   -1.00000000  -1.03796e+01
   5.000    6.22840292    6.22839600    2.56638651    3.73818599    2.57175941    0.77018929   -1.00000000  -1.02846e+01
