# log(age)     Mini          Mact          logl          logt          logg      Composition      Phase         logMdot
   5.000    0.55936068    0.55936044    0.67917478    3.65692547    3.08733582    0.77018929   -1.00000000  -1.19083e+01
   5.000    0.68241594    0.68241560    0.84590721    3.67020888    3.06007905    0.77018929   -1.00000000  -1.17706e+01
   5.000    0.90286160    0.90286108    1.06055213    3.68551036    3.02844711    0.77018929   -1.00000000  -1.15973e+01
   5.000    1.09550150    1.09550081    1.19156357    3.69434619    3.01676757    0.77018929   -1.00000000  -1.14973e+01
   5.000    1.52325829    1.52325720    1.38694667    3.70748942    3.01709782    0.77018929   -1.00000000  -1.13777e+01
   5.000    1.88043504    1.88043360    1.50721795    3.71468159    3.01710138    0.77018929   -1.00000000  -1.13034e+01
   5.000    2.23794227    2.23794047    1.60727845    3.71989357    3.01341466    0.77018929   -1.00000000  -1.12390e+01
   5.000    2.58394279    2.58394064    1.69183452    3.72379673    3.00696200    0.77018929   -1.00000000  -1.11817e+01
   5.000    2.92565695    2.92565444    1.76771347    3.72699229    2.99780255    0.77018929   -1.00000000  -1.11281e+01
   5.000    3.24408435    3.24408150    1.83625883    3.72958443    2.98449159    0.77018929   -1.00000000  -1.10758e+01
   5.000    3.54712236    3.54711917    1.90209126    3.73189390    2.96668884    0.77018929   -1.00000000  -1.10226e+01
   5.000    3.80658862    3.80658512    1.96050538    3.73402850    2.94750674    0.77018929   -1.00000000  -1.09722e+01
   5.000    3.98516694    3.98516327    2.01703723    3.73610655    2.91918930    0.77018929   -1.00000000  -1.09142e+01
   5.000    4.19603570    4.19603177    2.08480547    3.73835569    2.88269420    0.77018929   -1.00000000  -1.08415e+01
   5.000    4.40325278    4.40324853    2.16469355    3.74093992    2.83404343    0.77018929   -1.00000000  -1.07507e+01
   5.000    4.59107117    4.59106657    2.25786227    3.74403553    2.77141740    0.77018930   -1.00000000  -1.06381e+01
   5.000    4.75732854    4.75732355    2.35778978    3.74781669    2.70219483    0.77018930   -1.00000000  -1.05179e+01
   5.000    4.90799783    4.90799239    2.44414427    3.75258277    2.64833011    0.77018929   -1.00000000  -1.04040e+01
   5.000    5.04686978    5.04686385    2.51337222    3.75850605    2.61496570    0.77018928   -1.00000000  -1.03240e+01
