# log(age)     Mini          Mact          logl          logt          logg      Composition      Phase         logMdot
   5.000    0.68158072    0.68158045    0.75976929    3.63335708    2.99827222    0.77018929   -1.00000000  -1.18260e+01
   5.000    0.90183661    0.90183618    0.98511888    3.64971893    2.96023335    0.77018929   -1.00000000  -1.16411e+01
   5.000    1.09126506    1.09126449    1.12554294    3.65915199    2.94029964    0.77018929   -1.00000000  -1.15286e+01
   5.000    1.31651337    1.31651262    1.25237956    3.66760282    2.92875974    0.77018929   -1.00000000  -1.14338e+01
   5.000    1.55418753    1.55418657    1.35568297    3.67467548    2.92587682    0.77018929   -1.00000000  -1.13668e+01
   5.000    1.81559567    1.81559449    1.44827124    3.68086846    2.92555803    0.77018929   -1.00000000  -1.13093e+01
   5.000    2.11664337    2.11664191    1.53698708    3.68668629    2.92671129    0.77018929   -1.00000000  -1.12542e+01
   5.000    2.43126380    2.43126204    1.61893707    3.69143665    2.92393482    0.77018929   -1.00000000  -1.12013e+01
   5.000    2.77822591    2.77822383    1.69810198    3.69570759    2.91981869    0.77018929   -1.00000000  -1.11492e+01
   5.000    3.58726342    3.58726055    1.84873689    3.70316175    2.91002570    0.77018929   -1.00000000  -1.10487e+01
   5.000    3.96030537    3.96030213    1.90848679    3.70580766    2.90381059    0.77018929   -1.00000000  -1.10066e+01
   5.000    4.34533078    4.34532715    1.96801678    3.70808622    2.89355417    0.77018929   -1.00000000  -1.09618e+01
   5.000    4.72910575    4.72910172    2.02500569    3.71034899    2.88249272    0.77018929   -1.00000000  -1.09190e+01
   5.000    5.07254390    5.07253951    2.07782242    3.71215367    2.86728218    0.77018929   -1.00000000  -1.08747e+01
   5.000    5.39078267    5.39077792    2.12776946    3.71403449    2.85127624    0.77018929   -1.00000000  -1.08314e+01
   5.000    5.66065236    5.66064734    2.18385598    3.71592739    2.82399325    0.77018929   -1.00000000  -1.07735e+01
   5.000    5.91993796    5.91993264    2.24280816    3.71805674    2.79302208    0.77018929   -1.00000000  -1.07123e+01
   5.000    6.18964216    6.18963644    2.31436174    3.72062109    2.75082989    0.77018929   -1.00000000  -1.06259e+01
   5.000    6.44177255    6.44176640    2.39908627    3.72384388    2.69652567    0.77018929   -1.00000000  -1.05320e+01
   5.000    6.67287235    6.67286303    2.47967419    3.72992221    2.65407188    0.77018930   -1.00000000  -9.99146e+00
   5.000    6.89233227    6.89231868    2.55204526    3.73817827    2.62713128    0.77018930   -1.00000000  -9.73430e+00
   5.000    7.09594029    7.09592233    2.61551642    3.74767900    2.61317314    0.77018930   -1.00000000  -9.59841e+00
   5.000    7.28258468    7.28256231    2.66961481    3.75809029    2.61127103    0.77018930   -1.00000000  -9.51303e+00
   5.000    7.45725856    7.45723172    2.71752670    3.76930503    2.61809249    0.77018930   -1.00000000  -9.45213e+00
   5.000    7.62136266    7.62133129    2.76192596    3.78125768    2.63078071    0.77018929   -1.00000000  -9.40449e+00
   5.000    7.77584564    7.77580968    2.80472703    3.79391827    2.64735495    0.77018929   -1.00000000  -9.36430e+00
   5.000    7.92132330    7.92128271    2.84733704    3.80726696    2.66636358    0.77018928   -1.00000000  -9.32728e+00
   5.000    8.05829706    8.05825180    2.89059146    3.82128833    2.68693776    0.77018927   -1.00000000  -9.29170e+00
   5.000    8.18705643    8.18700647    2.93492706    3.83598888    2.70868313    0.77018926   -1.00000000  -9.25615e+00
   5.000    8.30780849    8.30775379    2.98039558    3.85175405    2.73310140    0.77018926   -1.00000000  -9.21995e+00
   5.000    8.42114339    8.42108389    3.02691191    3.86810285    2.75838706    0.77018926   -1.00000000  -9.18294e+00
   5.000    9.06192389    9.06182691    3.36608982    3.98651727    2.92842228    0.77018929   -1.00000000  -8.89542e+00
   5.000    9.15131638    9.15121220    3.41317722    4.00348379    2.95329104    0.77018929   -1.00000000  -8.87027e+00
   5.000    9.23702030    9.23690934    3.45951243    4.02048296    2.97887386    0.77018929   -1.00000000  -8.92263e+00
   5.000    9.31941770    9.31930068    3.50491132    4.03751051    3.00535525    0.77018929   -1.00000000  -8.96223e+00
   5.000    9.39888717    9.39876444    3.54921547    4.05456602    3.03290923    0.77018929   -1.00000000  -8.96308e+00
   5.000    9.47580303    9.47567442    3.59229621    4.07165492    3.06170336    0.77018929   -1.00000000  -8.87166e+00
