# log(age)     Mini          Mact          logl          logt          logg      Composition      Phase         logMdot
   5.000    0.51607312    0.51607287    0.71270596    3.68948751    3.14889173    0.77018929   -1.00000000  -1.18866e+01
   5.000    0.61094650    0.61094617    0.84234849    3.69798657    3.12673097    0.77018929   -1.00000000  -1.17810e+01
   5.000    0.73365294    0.73365251    0.97143203    3.70573395    3.10814024    0.77018929   -1.00000000  -1.16783e+01
   5.000    0.96215209    0.96215146    1.14072262    3.71547840    3.09570008    0.77018929   -1.00000000  -1.15606e+01
   5.000    1.33133377    1.33133279    1.32303903    3.72532378    3.09384227    0.77018929   -1.00000000  -1.14506e+01
   5.000    1.53318533    1.53318415    1.40254027    3.72904361    3.09054826    0.77018929   -1.00000000  -1.14002e+01
   5.000    2.02322124    2.02321957    1.56258025    3.73550723    3.07677041    0.77018929   -1.00000000  -1.12915e+01
   5.000    2.44475303    2.44475092    1.68239159    3.73955079    3.05532829    0.77018929   -1.00000000  -1.12035e+01
   5.000    2.74347317    2.74347073    1.76610665    3.74207575    3.03179767    0.77018929   -1.00000000  -1.11355e+01
   5.000    2.99012755    2.99012483    1.83843177    3.74423402    3.00559098    0.77018929   -1.00000000  -1.10721e+01
   5.000    3.16848042    3.16847752    1.90935106    3.74630651    2.96805023    0.77018929   -1.00000000  -1.09979e+01
   5.000    3.34390296    3.34389984    1.99089043    3.74857311    2.91897925    0.77018929   -1.00000000  -1.09091e+01
   5.000    3.51039221    3.51038882    2.08311314    3.75094587    2.85738106    0.77018930   -1.00000000  -1.08025e+01
   5.000    3.66315652    3.66315281    2.19429544    3.75408645    2.77723923    0.77018929   -1.00000000  -1.06640e+01
   5.000    3.79923207    3.79922800    2.30297812    3.75836984    2.70156940    0.77018929   -1.00000000  -1.05243e+01
   5.000    3.91408877    3.91408432    2.37909336    3.76330165    2.65809815    0.77018928   -1.00000000  -1.04289e+01
   5.000    4.02121108    4.02120620    2.44264188    3.77051704    2.63509128    0.77018926   -1.00000000  -1.03565e+01
   5.000    4.13496429    4.13495893    2.50146430    3.78180878    2.63341578    0.77018925   -1.00000000  -1.02985e+01
   5.000    4.24107376    4.24106791    2.55502524    3.79829207    2.65696298    0.77018923   -1.00000000  -1.02630e+01
   5.000    4.34177215    4.34176582    2.60281085    3.81820797    2.69889346    0.77018921   -1.00000000  -1.02392e+01
   5.000    4.43821272    4.43820589    2.64847035    3.83825294    2.74298979    0.77018920   -1.00000000  -1.02210e+01
   5.000    4.53201048    4.53200317    2.69223883    3.85801655    2.78741744    0.77018919   -1.00000000  -1.02046e+01
   5.000    4.62461677    4.62460897    2.73400674    3.87732672    2.83158817    0.77018917   -1.00000000  -1.01883e+01
   5.000    4.71473153    4.71472322    2.77486752    3.89651877    2.87595953    0.77018916   -1.00000000  -1.01748e+01
   5.000    4.80485802    4.80484921    2.81443774    3.91548016    2.92043555    0.77018914   -1.00000000  -1.01614e+01
   5.000    4.89458590    4.89457659    2.85290667    3.93426855    2.96511540    0.77018913   -1.00000000  -1.01488e+01
   5.000    4.98274014    4.98273031    2.89056410    3.95294122    3.01000365    0.77018911   -1.00000000  -1.01385e+01
   5.000    5.07355187    5.07354151    2.92745968    3.97166630    3.05578036    0.77018910   -1.00000000  -1.01277e+01
   5.000    5.16427153    5.16426063    2.96356569    3.99029316    3.10187092    0.77018909   -1.00000000  -1.01183e+01
   5.000    5.25423595    5.25422450    2.99889534    4.00877707    3.14810203    0.77018910   -1.00000000  -1.01108e+01
   5.000    5.34700718    5.34699517    3.03271429    4.02668765    3.19340581    0.77018911   -1.00000000  -1.01022e+01
   5.000    5.43932917    5.43931658    3.06588631    4.04448244    3.23887380    0.77018912   -1.00000000  -1.00958e+01
   5.000    5.53371396    5.53370080    3.09858824    4.06226111    3.28479294    0.77018914   -1.00000000  -1.01048e+01
   5.000    5.63289028    5.63287662    3.13115591    4.08014340    3.33141288    0.77018915   -1.00000000  -1.03432e+01
