# log(age)     Mini          Mact          logl          logt          logg      Composition      Phase         logMdot
   5.000    0.68733267    0.68733239    0.74424473    3.62830577    2.99729402    0.48595659   -1.00000000  -1.18427e+01
   5.000    0.95340902    0.95340855    1.01297913    3.64843007    2.95135506    0.48595659   -1.00000000  -1.16222e+01
   5.000    1.84602068    1.84601944    1.46543888    3.67824645    2.90514301    0.48595659   -1.00000000  -1.12844e+01
   5.000    2.27590417    2.27590252    1.58725129    3.68620455    2.90601437    0.48595659   -1.00000000  -1.12091e+01
   5.000    2.65167278    2.65167077    1.67619931    3.69150042    2.90461646    0.48595659   -1.00000000  -1.11530e+01
   5.000    3.03156386    3.03156148    1.75478898    3.69580199    2.90140641    0.48595659   -1.00000000  -1.11019e+01
   5.000    3.39518547    3.39518273    1.82227657    3.69918399    2.89668543    0.48595659   -1.00000000  -1.10560e+01
   5.000    3.75557989    3.75557677    1.88352900    3.70212367    2.89097591    0.48595659   -1.00000000  -1.10135e+01
   5.000    4.06747475    4.06747130    1.93289785    3.70453395    2.88577541    0.48595659   -1.00000000  -1.09790e+01
   5.000    4.34744059    4.34743685    1.98027659    3.70638416    2.87469559    0.48595659   -1.00000000  -1.09402e+01
   5.000    4.58803751    4.58803351    2.02297160    3.70787308    2.86137340    0.48595659   -1.00000000  -1.09046e+01
   5.000    4.83961233    4.83960807    2.06966871    3.70992754    2.84609131    0.48595659   -1.00000000  -1.08626e+01
   5.000    5.07499316    5.07498868    2.12362650    3.71210037    2.82147249    0.48595659   -1.00000000  -1.08098e+01
   5.000    5.32539167    5.32538688    2.18076067    3.71443805    2.79461480    0.48595659   -1.00000000  -1.07524e+01
   5.000    5.57186934    5.57186419    2.24888602    3.71708117    2.75672241    0.48595659   -1.00000000  -1.06783e+01
   5.000    5.79747985    5.79747430    2.32949091    3.72022390    2.70595413    0.48595659   -1.00000000  -1.05851e+01
   5.000    5.99870874    5.99870276    2.42089313    3.72419288    2.64531111    0.48595659   -1.00000000  -1.04764e+01
   5.000    6.18743759    6.18743110    2.50950306    3.72944677    2.59083796    0.48595659   -1.00000000  -1.03502e+01
   5.000    6.35657290    6.35656585    2.58191375    3.73561245    2.55484895    0.48595659   -1.00000000  -1.02669e+01
   5.000    6.51509583    6.51508788    2.64025733    3.74309513    2.53728708    0.48595658   -1.00000000  -1.01685e+01
   5.000    6.67926627    6.67925422    2.68347578    3.75502335    2.55134467    0.48595658   -1.00000000  -9.85294e+00
   5.000    6.83388725    6.83387098    2.72329524    3.76796636    2.57230414    0.48595657   -1.00000000  -9.69474e+00
   5.000    6.98079594    6.98077536    2.76171536    3.78238911    2.60013267    0.48595656   -1.00000000  -9.59161e+00
   5.000    7.12051839    7.12049340    2.80000609    3.79797847    2.63233837    0.48595656   -1.00000000  -9.51486e+00
   5.000    7.25353530    7.25350582    2.83917238    3.81428689    2.66615415    0.48595655   -1.00000000  -9.45201e+00
   5.000    7.38000944    7.37997541    2.87962473    3.83116816    2.70059411    0.48595655   -1.00000000  -9.39718e+00
   5.000    7.50035789    7.50031921    2.92160706    3.84823957    2.73390782    0.48595655   -1.00000000  -9.34675e+00
   5.000    7.61482639    7.61478299    2.96501399    3.86538240    2.76574010    0.48595654   -1.00000000  -9.29899e+00
   5.000    7.72362242    7.72357421    3.00965759    3.88258661    2.79625077    0.48595654   -1.00000000  -9.25285e+00
   5.000    7.82703837    7.82698526    3.05525707    3.89985310    2.82574128    0.48595654   -1.00000000  -9.20788e+00
   5.000    7.92541626    7.92535813    3.10151426    3.91718025    2.85452322    0.48595655   -1.00000000  -9.16381e+00
   5.000    8.01896554    8.01890228    3.14805375    3.93453645    2.88285777    0.48595656   -1.00000000  -9.12059e+00
   5.000    8.10816999    8.10810145    3.19469072    3.95194796    2.91106298    0.48595656   -1.00000000  -9.07818e+00
   5.000    8.19333471    8.19326073    3.24114600    3.96939669    2.93936344    0.48595657   -1.00000000  -9.03664e+00
   5.000    8.27483490    8.27475529    3.28718587    3.98687448    2.96798207    0.48595657   -1.00000000  -8.99610e+00
   5.000    8.35302127    8.35293598    3.33259407    4.00437474    2.99712922    0.48595658   -1.00000000  -9.01655e+00
   5.000    8.50098718    8.50089231    3.42072705    4.03940306    3.05771998    0.48595659   -1.00000000  -9.33124e+00
   5.000    8.58684417    8.58674519    3.46319446    4.05699034    3.08986408    0.48595659   -1.00000000  -9.36853e+00
   5.000    8.67044495    8.67034166    3.50435179    4.07458768    3.12324646    0.48595659   -1.00000000  -9.26034e+00
   5.000    8.75214152    8.75203363    3.54408432    4.09219153    3.15798516    0.48595659   -1.00000000  -9.15815e+00
   5.000    8.83228277    8.83216989    3.58230873    4.10980056    3.19417549    0.48595659   -1.00000000  -9.06140e+00
   5.000    8.91119552    8.91107718    3.61897078    4.12741131    3.23187401    0.48595659   -1.00000000  -8.96972e+00
   5.000    8.98918870    8.98906433    3.65402421    4.14501824    3.27112019    0.48595659   -1.00000000  -8.88363e+00
   5.000    9.07279463    9.07266255    3.68710453    4.16243558    3.31157656    0.48595659   -1.00000000  -8.78588e+00
   5.000    9.15711649    9.15697560    3.71857164    4.17981315    3.35347776    0.48595659   -1.00000000  -8.69409e+00
   5.000    9.24142496    9.24127415    3.74852991    4.19717804    3.39683640    0.48595659   -1.00000000  -8.60899e+00
   5.000    9.32598616    9.32582413    3.77698729    4.21452041    3.44161735    0.48595659   -1.00000000  -8.52898e+00
   5.000    9.41109527    9.41092052    3.80392902    4.23182879    3.48780301    0.48595659   -1.00000000  -8.45470e+00
   5.000    9.49700467    9.49681547    3.82935146    4.24908353    3.53532996    0.48595659   -1.00000000  -8.38557e+00
   5.000    9.58404661    9.58384096    3.85324996    4.26626973    3.58415842    0.48595659   -1.00000000  -8.32138e+00
   5.000    9.67265598    9.67243160    3.87564481    4.28338278    3.63426953    0.48595659   -1.00000000  -8.26172e+00
   5.000    9.76348506    9.76323928    3.89659529    4.30044350    3.68571717    0.48595659   -1.00000000  -8.20650e+00
   5.000    9.85779292    9.85752246    3.91616965    4.31752893    3.73879881    0.48595659   -1.00000000  -8.15544e+00
   5.000    9.95817462    9.95787511    3.93449112    4.33486314    3.79440624    0.48595659   -1.00000000  -8.10797e+00
   5.000   10.08350538   10.08316518    3.95180864    4.35323428    3.85594205    0.48595659   -1.00000000  -8.05173e+00
   5.000   10.27238674   10.27197777    3.96481052    4.37479786    3.93701022    0.48595659   -1.00000000  -7.99573e+00
   5.000   10.69880563   10.69823160    3.92512569    4.39209858    4.06354256    0.48595659   -1.00000000  -8.06382e+00
   5.000   11.26741355   11.26668062    3.93124625    4.40411837    4.12806854    0.48595659   -1.00000000  -8.28885e+00
   5.000   11.56324651   11.56247377    3.98310297    4.42144079    4.15667979    0.48595659   -1.00000000  -8.43030e+00
   5.000   11.77609497   11.77531094    4.02866240    4.43772689    4.18430808    0.48595659   -1.00000000  -8.94521e+00
   5.000   12.05442497   12.05361782    4.07268419    4.45540426    4.22134863    0.48595659   -1.00000000  -8.77444e+00
   5.000   12.84835188   12.84736935    4.10691885    4.47070375    4.27590638    0.48595659    0.00000000  -8.64216e+00
   5.000   12.89477284   12.89377970    4.09729227    4.46344344    4.25810519    0.48595659    0.00000000  -8.64253e+00
   5.000   12.95606245   12.95505540    4.09422046    4.45898353    4.24546760    0.48595659    0.00000000  -8.66726e+00
   5.000   13.12674994   13.12569814    4.11628807    4.46473971    4.25203043    0.48595659    0.00000000  -8.67699e+00
   5.000   13.34938865   13.34827424    4.13539369    4.46847009    4.25501051    0.48595659    0.00000000  -8.61949e+00
   5.000   13.57600208   13.57482247    4.15402089    4.47162844    4.25630869    0.48595659    0.00000000  -8.57420e+00
