# log(age)     Mini          Mact          logl          logt          logg      Composition      Phase         logMdot
   5.000    0.59476242    0.59476210    0.83246021    3.70119987    3.13790355    0.77018929   -1.00000000  -1.17906e+01
   5.000    0.69861674    0.69861634    0.94527909    3.70773058    3.12122230    0.77018929   -1.00000000  -1.17011e+01
   5.000    0.91485080    0.91485021    1.11383420    3.71715416    3.10737061    0.77018929   -1.00000000  -1.15820e+01
   5.000    1.19321522    1.19321436    1.26352017    3.72515940    3.10516193    0.77018929   -1.00000000  -1.14919e+01
   5.000    1.44312598    1.44312488    1.36995706    3.73008595    3.10103091    0.77018929   -1.00000000  -1.14247e+01
   5.000    1.91179964    1.91179808    1.53107602    3.73639576    3.08729418    0.77018929   -1.00000000  -1.13159e+01
   5.000    2.38451069    2.38450863    1.67067201    3.74087974    3.06156656    0.77018929   -1.00000000  -1.12132e+01
   5.000    2.69731841    2.69731600    1.76126650    3.74350467    3.03506371    0.77018929   -1.00000000  -1.11394e+01
   5.000    2.93061108    2.93060841    1.83366952    3.74555415    3.00682333    0.77018929   -1.00000000  -1.10741e+01
   5.000    3.09568958    3.09568676    1.91118436    3.74762935    2.96145219    0.77018929   -1.00000000  -1.09902e+01
   5.000    3.27505029    3.27504721    1.99814801    3.74991828    2.90807606    0.77018930   -1.00000000  -1.08938e+01
   5.000    3.43789687    3.43789351    2.10131539    3.75255951    2.83654371    0.77018930   -1.00000000  -1.07708e+01
   5.000    3.57992743    3.57992375    2.21536270    3.75592982    2.75357455    0.77018929   -1.00000000  -1.06267e+01
   5.000    3.70707163    3.70706759    2.31441221    3.76039544    2.68756153    0.77018929   -1.00000000  -1.04987e+01
   5.000    3.82428487    3.82428042    2.38996939    3.76627910    2.64904137    0.77018927   -1.00000000  -1.04073e+01
   5.000    3.92911599    3.92911111    2.45060839    3.77435600    2.63245276    0.77018926   -1.00000000  -1.03421e+01
   5.000    4.02708477    4.02707943    2.50289678    3.78760916    2.64382342    0.77018924   -1.00000000  -1.02978e+01
   5.000    4.13287180    4.13286597    2.55479763    3.80690670    2.68025371    0.77018922   -1.00000000  -1.02668e+01
   5.000    4.23338914    4.23338282    2.60364677    3.82761119    2.72480857    0.77018921   -1.00000000  -1.02468e+01
   5.000    4.32993677    4.32992996    2.64809631    3.84773320    2.77053370    0.77018919   -1.00000000  -1.02290e+01
   5.000    4.42352055    4.42351326    2.69073455    3.86755295    2.81646677    0.77018918   -1.00000000  -1.02142e+01
   5.000    4.51505880    4.51505102    2.73205192    3.88715018    2.86254664    0.77018916   -1.00000000  -1.02014e+01
   5.000    4.60706315    4.60705488    2.77147371    3.90633583    2.90850884    0.77018915   -1.00000000  -1.01881e+01
   5.000    4.69722267    4.69721389    2.81001157    3.92539752    2.95468592    0.77018913   -1.00000000  -1.01775e+01
