# log(age)     Mini          Mact          logl          logt          logg      Composition      Phase         logMdot
   5.000    0.68766111    0.68766085    0.77118592    3.63331683    2.99060851    0.19346280   -1.00000000  -1.18126e+01
   5.000    0.85294830    0.85294793    0.94219907    3.64559376    2.96243012    0.19346280   -1.00000000  -1.16724e+01
   5.000    1.09227738    1.09227683    1.12093069    3.65764520    2.93929382    0.19346280   -1.00000000  -1.15303e+01
   5.000    1.29753078    1.29753007    1.23393850    3.66524807    2.93152740    0.19346280   -1.00000000  -1.14511e+01
   5.000    1.53490505    1.53490414    1.33674637    3.67228276    2.92978861    0.19346280   -1.00000000  -1.13858e+01
   5.000    2.83131032    2.83130845    1.87287472    3.69412927    2.79572208    0.19346280   -1.00000000  -1.10460e+01
   5.000    3.22497969    3.22497727    1.77864207    3.69744154    2.91098369    0.19346280   -1.00000000  -1.10966e+01
   5.000    3.61336834    3.61336555    1.84682645    3.70055484    2.90465748    0.19346280   -1.00000000  -1.10495e+01
   5.000    3.97161726    3.97161412    1.90469780    3.70308181    2.89793997    0.19346280   -1.00000000  -1.10085e+01
   5.000    4.33297524    4.33297174    1.96344230    3.70523561    2.88549939    0.19346280   -1.00000000  -1.09622e+01
   5.000    4.68331059    4.68330673    2.01992363    3.70728406    2.87101376    0.19346280   -1.00000000  -1.09170e+01
   5.000    5.00346729    5.00346310    2.07306481    3.70925742    2.85460006    0.19346280   -1.00000000  -1.08723e+01
   5.000    5.28375326    5.28374877    2.12521082    3.71112589    2.83355109    0.19346280   -1.00000000  -1.08225e+01
   5.000    5.51981540    5.51981068    2.18733573    3.71315734    2.79855780    0.19346280   -1.00000000  -1.07557e+01
   5.000    5.76843555    5.76843049    2.25170053    3.71552214    2.76279017    0.19346280   -1.00000000  -1.06863e+01
   5.000    5.99594331    5.99593788    2.32806734    3.71843009    2.71489354    0.19346280   -1.00000000  -1.06001e+01
   5.000    6.21176903    6.21176315    2.42255524    3.72268019    2.65241112    0.19346280   -1.00000000  -1.04665e+01
   5.000    6.40316883    6.40316247    2.51128562    3.72801474    2.59832581    0.19346280   -1.00000000  -1.03634e+01
   5.000    6.94104366    6.94102692    2.67383953    3.75937719    2.59288629    0.19346280   -1.00000000  -9.62617e+00
   5.000    7.10481864    7.10479758    2.71529353    3.77213955    2.61173999    0.19346280   -1.00000000  -9.53113e+00
   5.000    7.26044544    7.26041996    2.75539631    3.78557309    2.63416902    0.19346280   -1.00000000  -9.46069e+00
   5.000    7.40832744    7.40829745    2.79544795    3.79988558    2.65972713    0.19346279   -1.00000000  -9.40389e+00
   5.000    7.54847699    7.54844243    2.83613338    3.81539041    2.68898368    0.19346279   -1.00000000  -9.35456e+00
   5.000    7.68138526    7.68134607    2.87799489    3.83166499    2.71973380    0.19346279   -1.00000000  -9.30943e+00
   5.000    7.80713523    7.80709136    2.92104071    3.84846044    2.75097841    0.19346279   -1.00000000  -9.26670e+00
   5.000    7.92635632    7.92630769    2.96531177    3.86545227    2.78141423    0.19346279   -1.00000000  -9.22519e+00
   5.000    8.03932532    8.03927185    3.01058042    3.88251392    2.81077825    0.19346279   -1.00000000  -9.18446e+00
   5.000    8.14640177    8.14634338    3.05660332    3.89962503    2.83925280    0.19346279   -1.00000000  -9.14423e+00
   5.000    8.24777719    8.24771379    3.10308046    3.91675071    2.86700906    0.19346279   -1.00000000  -9.10436e+00
   5.000    8.34389964    8.34383111    3.14980338    3.93389059    2.89427937    0.19346279   -1.00000000  -9.06484e+00
   5.000    9.03798073    9.03786481    3.55387422    4.08754452    3.14365039    0.19346280   -1.00000000  -8.84223e+00
   5.000    9.11695058    9.11682681    3.59447284    4.10438038    3.17400837    0.19346280   -1.00000000  -8.72677e+00
   5.000    9.19395576    9.19382310    3.63415743    4.12124697    3.20531334    0.19346280   -1.00000000  -8.61744e+00
   5.000    9.26926322    9.26912038    3.67286649    4.13815560    3.23768426    0.19346280   -1.00000000  -8.51332e+00
   5.000    9.34312061    9.34296600    3.71051851    4.15511489    3.27124846    0.19346280   -1.00000000  -8.41381e+00
   5.000    9.41578244    9.41561418    3.74702851    4.17213292    3.30613483    0.19346280   -1.00000000  -8.31863e+00
   5.000    9.48749311    9.48730892    3.78227705    4.18921443    3.34249297    0.19346280   -1.00000000  -8.22768e+00
   5.000    9.55850110    9.55829827    3.81612122    4.20635860    3.38047385    0.19346280   -1.00000000  -8.14073e+00
   5.000    9.62905619    9.62883153    3.84841275    4.22355742    3.42020508    0.19346280   -1.00000000  -8.05895e+00
   5.000    9.69942326    9.69917301    3.87901379    4.24079852    3.46178720    0.19346280   -1.00000000  -7.97950e+00
   5.000    9.76996120    9.76968093    3.90777913    4.25807614    3.50535873    0.19346280   -1.00000000  -7.90580e+00
   5.000    9.84113998    9.84082448    3.93465479    4.27539958    3.55103231    0.19346280   -1.00000000  -7.83693e+00
   5.000    9.91373779    9.91338080    3.95963342    4.29282226    3.59906455    0.19346280   -1.00000000  -7.77192e+00
   5.000    9.98933608    9.98892949    3.98270689    4.31050161    3.65016560    0.19346280   -1.00000000  -7.71104e+00
   5.000   10.08248072   10.08200555    4.00404972    4.32891628    3.70638076    0.19346280   -1.00000000  -7.64107e+00
   5.000   10.20374372   10.20316607    4.02299092    4.35006283    3.77704111    0.19346280   -1.00000000  -7.57250e+00
   5.000   10.47499134   10.47415612    4.00037752    4.37465786    3.90925241    0.19346280   -1.00000000  -7.57956e+00
   5.000   10.73283068   10.73177152    3.91704415    4.36271172    3.95546562    0.19346280   -1.00000000  -7.73447e+00
   5.000   11.30407645   11.30253896    3.95990268    4.37829756    3.99748382    0.19346280   -1.00000000  -7.74438e+00
   5.000   11.70167565   11.69973076    4.03325426    4.39869390    4.02072919    0.19346280   -1.00000000  -7.59547e+00
   5.000   11.92520223   11.92297655    4.08509539    4.41591735    4.04621947    0.19346280   -1.00000000  -7.48921e+00
   5.000   12.13421925   12.13170030    4.12989812    4.43239202    4.07479866    0.19346280   -1.00000000  -7.45559e+00
   5.000   12.63676842   12.63380984    4.16542377    4.45138570    4.13270602    0.19346280    0.00000000  -8.22547e+00
   5.000   12.79528420   12.79218822    4.16707286    4.45292217    4.14270965    0.19346280    0.00000000  -8.22425e+00
   5.000   12.95571523   12.95247871    4.17205316    4.45440974    4.14925297    0.19346280    0.00000000  -8.22619e+00
   5.000   13.10634816   13.10311149    4.18068499    4.45624864    4.15293997    0.19346280    0.00000000  -8.19626e+00
   5.000   13.24362269   13.24043652    4.19274305    4.45846615    4.15417270    0.19346280    0.00000000  -8.18622e+00
   5.000   13.39406768   13.39093480    4.20725015    4.46136810    4.15611824    0.19346280    0.00000000  -8.13867e+00
   5.000   13.54785703   13.54477557    4.22118454    4.46403058    4.15778621    0.19346280    0.00000000  -8.10320e+00
   5.000   13.70206162   13.69902876    4.23468820    4.46646175    4.15897300    0.19346280    0.00000000  -8.07428e+00
   5.000   13.85649913   13.85351196    4.24842022    4.46884429    4.15974429    0.19346280    0.00000000  -8.04847e+00
   5.000   14.01921162   14.01627054    4.26371596    4.47149827    4.16030409    0.19346280    0.00000000  -8.02124e+00
   5.000   14.25206944   14.24893277    4.28387588    4.47463995    4.15964102    0.19346280    0.00000000  -7.96446e+00
   5.000   14.48527367   14.48195504    4.30439997    4.47785320    4.15895362    0.19346280    0.00000000  -7.91470e+00
   5.000   14.71958183   14.71607353    4.32504198    4.48107059    4.15819772    0.19346280    0.00000000  -7.86986e+00
   5.000   14.95419421   14.95048885    4.34571618    4.48428330    4.15739990    0.19346280    0.00000000  -7.82937e+00
   5.000   15.22267246   15.21869532    4.36779422    4.48768351    4.15653069    0.19346280    0.00000000  -7.77401e+00
   5.000   15.49954438   15.49526818    4.39022008    4.49112285    4.15561629    0.19346280    0.00000000  -7.72105e+00
   5.000   15.77700506   15.77241772    4.41271842    4.49457267    4.15468757    0.19346280    0.00000000  -7.67377e+00
   5.000   16.06392982   16.05899919    4.43556433    4.49806018    4.15371802    0.19346280    0.00000000  -7.62660e+00
   5.000   16.38674693   16.38137869    4.45970068    4.50171531    4.15269287    0.19346280    0.00000000  -7.56801e+00
   5.000   16.71010865   16.70428414    4.48387420    4.50537177    4.15164980    0.19346280    0.00000000  -7.51632e+00
   5.000   17.03421732   17.02791214    4.50792384    4.50900448    4.15060335    0.19346280    0.00000000  -7.46873e+00
   5.000   17.35935513   17.35250732    4.53043196    4.51237439    4.14963566    0.19346280    0.00000000  -7.41513e+00
   5.000   17.68567574   17.67826033    4.55302319    4.51575408    4.14865284    0.19346280    0.00000000  -7.36733e+00
   5.000   18.01635262   18.00833900    4.57592504    4.51918132    4.14765712    0.19346280    0.00000000  -7.32373e+00
   5.000   18.41493153   18.40609041    4.60148433    4.52294304    4.14646690    0.19346280    0.00000000  -7.26434e+00
   5.000   18.81477749   18.80507362    4.62722375    4.52673607    4.14527276    0.19346280    0.00000000  -7.21243e+00
   5.000   19.21740275   19.20675836    4.65220767    4.53040074    4.14412318    0.19346280    0.00000000  -7.16019e+00
   5.000   19.62365536   19.61198966    4.67659412    4.53395463    4.14298460    0.19346280    0.00000000  -7.10895e+00
   5.000   20.04223034   20.02947002    4.70172440    4.53761704    4.14180950    0.19346280    0.00000000  -7.06187e+00
   5.000   20.56701133   20.55248438    4.72751790    4.54128901    4.14072733    0.19346280    0.00000000  -6.97374e+00
   5.000   21.09300127   21.07664715    4.75379449    4.54504005    4.13962286    0.19346280    0.00000000  -6.90252e+00
   5.000   21.62028580   21.60201031    4.78012810    4.54879564    4.13850327    0.19346280    0.00000000  -6.84121e+00
   5.000   22.14967849   22.12938006    4.80656575    4.55256198    4.13736195    0.19346280    0.00000000  -6.78731e+00
   5.000   22.68112591   22.65869836    4.83311432    4.55634524    4.13621570    0.19346280    0.00000000  -6.73922e+00
   5.000   23.21398006   23.18931469    4.85973684    4.56013879    4.13506230    0.19346280    0.00000000  -6.69581e+00
   5.000   23.74798760   23.72097163    4.88641623    4.56394031    4.13390459    0.19346280    0.00000000  -6.65627e+00
   5.000   24.28299470   24.25351085    4.91314404    4.56774678    4.13273589    0.19346280    0.00000000  -6.61996e+00
   5.000   24.81881809   24.78674469    4.93990967    4.57155501    4.13155042    0.19346280    0.00000000  -6.58640e+00
   5.000   25.55172162   25.51533532    4.96997179    4.57571110    4.13030797    0.19346280    0.00000000  -6.52053e+00
   5.000   26.39096234   26.34916147    5.00193451    4.58007204    4.12901544    0.19346280    0.00000000  -6.44819e+00
   5.000   27.23472098   27.18719042    5.03407477    4.58446051    4.12772334    0.19346280    0.00000000  -6.38587e+00
   5.000   28.08036602   28.02679336    5.06628274    4.58885679    4.12642102    0.19346280    0.00000000  -6.33124e+00
   5.000   28.92714070   28.86720484    5.09852748    4.59325477    4.12510283    0.19346280    0.00000000  -6.28263e+00
   5.000   29.78040510   29.71372591    5.13101374    4.59768380    4.12376561    0.19346280    0.00000000  -6.23859e+00
   5.000   30.76831243   30.69278039    5.16271274    4.60186774    4.12247751    0.19346280    0.00000000  -6.17614e+00
   5.000   31.80179027   31.71630707    5.19410366    4.60596407    4.12121308    0.19346280    0.00000000  -6.11495e+00
   5.000   32.83552644   32.73955036    5.22549758    4.61006154    4.11994853    0.19346280    0.00000000  -6.06128e+00
   5.000   33.87083199   33.76378629    5.25693268    4.61416505    4.11868255    0.19346280    0.00000000  -6.01342e+00
   5.000   34.90938317   34.79064248    5.28845974    4.61828279    4.11741902    0.19346280    0.00000000  -5.97015e+00
   5.000   36.30548189   36.16927163    5.32390210    4.62273189    4.11598379    0.19346280    0.00000000  -5.90297e+00
   5.000   37.74040658   37.58517347    5.35982367    4.62722718    4.11453127    0.19346280    0.00000000  -5.84234e+00
   5.000   39.17924589   39.00386922    5.39583087    4.63173110    4.11306412    0.19346280    0.00000000  -5.78896e+00
   5.000   40.56078138   40.36497910    5.42900133    4.63584821    4.11173571    0.19346280    0.00000000  -5.74062e+00
   5.000   42.34713233   42.12262649    5.46805160    4.64060572    4.11023152    0.19346280    0.00000000  -5.67867e+00
   5.000   44.24395559   43.98699139    5.50715242    4.64532538    4.10882498    0.19346280    0.00000000  -5.61751e+00
   5.000   46.03190521   45.74258588    5.54203356    4.64949086    4.10761921    0.19346280    0.00000000  -5.56374e+00
   5.000   48.00440722   47.67725222    5.57845034    4.65376335    4.10628638    0.19346280    0.00000000  -5.50816e+00
   5.000   50.18946653   49.81773207    5.61651354    4.65817528    4.10493029    0.19346280    0.00000000  -5.45065e+00
   5.000   52.56591464   52.14280720    5.65552821    4.66260895    4.10345467    0.19346280    0.00000000  -5.39255e+00
   5.000   55.09786955   54.61746588    5.69470453    4.66688693    4.10155408    0.19346280    0.00000000  -5.33515e+00
   5.000   57.72172428   57.17703643    5.73277825    4.67093745    4.09955199    0.19346280    0.00000000  -5.27971e+00
   5.000   60.47714458   59.86214410    5.77019764    4.67484403    4.09758219    0.19346280    0.00000000  -5.22534e+00
   5.000   63.82641914   63.12088478    5.81280695    4.67918943    4.09525422    0.19346280    0.00000000  -5.16429e+00
   5.000   67.14920986   66.34940647    5.85248636    4.68314808    4.09302699    0.19346280    0.00000000  -5.10859e+00
   5.000   70.52927107   69.62872159    5.89086649    4.68690489    4.09081549    0.19346279    0.00000000  -5.05660e+00
   5.000   74.35110495   73.33183651    5.93101331    4.69072762    4.08844891    0.19346277    0.00000000  -5.00169e+00
   5.000   78.70205881   77.54167526    5.97354668    4.69465577    4.08581479    0.19346267    0.00000000  -4.94400e+00
   5.000   83.02332165   81.71740154    6.01301164    4.69820319    4.08330074    0.19346237    0.00000000  -4.89127e+00
   5.000   87.87920359   86.40317646    6.05445480    4.70182604    4.08058142    0.19346137    0.00000000  -4.83666e+00
   5.000   92.58271906   90.93771474    6.09194146    4.70500784    4.07804908    0.19345896    0.00000000  -4.78779e+00
   5.000   98.32500658   96.46640019    6.13464002    4.70852165    4.07507054    0.19345042    0.00000000  -4.73272e+00
   5.000  103.74930247  101.68858592    6.17152459    4.71143122    4.07238152    0.19343123    0.00000000  -4.68428e+00
   5.000  108.58153233  106.33310077    6.20343669    4.71391163    4.07001697    0.19339937    0.00000000  -4.64465e+00
   5.000  114.39036356  111.89970352    6.23864997    4.71653886    4.06730612    0.19331878    0.00000000  -4.59974e+00
   5.000  120.55193370  117.79030583    6.27459349    4.71916648    4.06447940    0.19317244    0.00000000  -4.55597e+00
   5.000  125.53483643  122.55433940    6.30110534    4.72102401    4.06234886    0.19297668    0.00000000  -4.52222e+00
   5.000  130.72881083  127.50981904    6.32837834    4.72291869    4.06012975    0.19267725    0.00000000  -4.48942e+00
   5.000  137.10233974  133.59141797    6.35926459    4.72497588    4.05754732    0.19210253    0.00000000  -4.45108e+00
   5.000  143.84579934  140.01933387    6.39040366    4.72701105    4.05495476    0.19117885    0.00000000  -4.41317e+00
   5.000  151.73718848  147.53194825    6.42488433    4.72920313    4.05205675    0.18963553    0.00000000  -4.37181e+00
   5.000  165.21130599  160.34270493    6.47859310    4.73246733    4.04750101    0.18599723    0.00000000  -4.30734e+00
   5.000  179.76359960  174.15142108    6.53141000    4.73552686    4.04298020    0.18035770    0.00000000  -4.24522e+00
   5.000  204.23690388  197.32392843    6.60901070    4.73968445    4.03615523    0.16957770    0.00000000  -4.15413e+00
   5.000  230.80199699  222.41991607    6.68206087    4.74330317    4.02966858    0.15446793    0.00000000  -4.07007e+00
   5.000  265.55692837  255.17945603    6.76384108    4.74703837    4.02245168    0.13139832    0.00000000  -3.97693e+00
# log(age)     Mini          Mact          logl          logt          logg      Composition      Phase         logMdot
   5.050    0.73112203    0.73112172    0.80558148    3.63731473    2.99879731    0.19346280   -1.00000000  -1.17933e+01
   5.050    0.87113221    0.87113180    0.93751552    3.64722231    2.98265568    0.19346280   -1.00000000  -1.16875e+01
   5.050    1.09081014    1.09080956    1.09023605    3.65866585    2.97347814    0.19346280   -1.00000000  -1.15776e+01
   5.050    1.26635460    1.26635388    1.18258048    3.66568419    2.97400918    0.19346280   -1.00000000  -1.15198e+01
   5.050    1.48371176    1.48371085    1.27764564    3.67269877    2.97581581    0.19346280   -1.00000000  -1.14605e+01
   5.050    1.74307698    1.74307585    1.37489372    3.67920693    2.97460034    0.19346280   -1.00000000  -1.13985e+01
   5.050    3.15652215    3.15651971    1.73018266    3.69907161    2.95663027    0.19346280   -1.00000000  -1.11629e+01
   5.050    3.53567770    3.53567488    1.79888396    3.70222242    2.94981008    0.19346280   -1.00000000  -1.11149e+01
   5.050    3.89594754    3.89594436    1.85994279    3.70485726    2.94147661    0.19346280   -1.00000000  -1.10711e+01
   5.050    4.23641170    4.23640817    1.91624824    3.70704864    2.93027550    0.19346280   -1.00000000  -1.10279e+01
   5.050    4.57533716    4.57533329    1.97324640    3.70913717    2.91496212    0.19346280   -1.00000000  -1.09804e+01
   5.050    4.89498113    4.89497691    2.02857396    3.71117278    2.89710070    0.19346280   -1.00000000  -1.09323e+01
   5.050    5.18078416    5.18077960    2.08256327    3.71315871    2.87573565    0.19346280   -1.00000000  -1.08820e+01
   5.050    5.42089807    5.42089326    2.14589832    3.71531375    2.84069817    0.19346280   -1.00000000  -1.08120e+01
   5.050    5.65261417    5.65260905    2.21502312    3.71784681    2.79988304    0.19346280   -1.00000000  -1.07354e+01
   5.050    5.87020190    5.87019641    2.29387627    3.72103664    2.75019638    0.19346280   -1.00000000  -1.06430e+01
   5.050    6.06819644    6.06819052    2.38327562    3.72540347    2.69260209    0.19346280   -1.00000000  -1.05286e+01
   5.050    6.25142257    6.25141616    2.46632880    3.73113189    2.64520122    0.19346280   -1.00000000  -1.04198e+01
   5.050    6.41879128    6.41878434    2.53466414    3.73775950    2.61501246    0.19346280   -1.00000000  -1.03482e+01
   5.050    6.91124636    6.91122892    2.67017808    3.77219911    2.64615087    0.19346279   -1.00000000  -9.68182e+00
   5.050    7.06318682    7.06316508    2.71096446    3.78611583    2.66962063    0.19346279   -1.00000000  -9.58252e+00
   5.050    7.20702900    7.20700290    2.75216903    3.80142306    2.69777638    0.19346279   -1.00000000  -9.50556e+00
   5.050    7.34333159    7.34330106    2.79443359    3.81763711    2.72807326    0.19346278   -1.00000000  -9.44099e+00
   5.050    7.47215028    7.47211529    2.83781765    3.83447833    2.75933618    0.19346278   -1.00000000  -9.38389e+00
   5.050    7.59420924    7.59416971    2.88242199    3.85155337    2.78993197    0.19346278   -1.00000000  -9.33128e+00
   5.050    7.70979601    7.70975189    2.92805089    3.86870744    2.81945345    0.19346278   -1.00000000  -9.28171e+00
   5.050    7.81929675    7.81924796    2.97447983    3.88591923    2.84806173    0.19346278   -1.00000000  -9.23428e+00
   5.050    7.92285495    7.92280140    3.02138726    3.90314303    2.87590357    0.19346278   -1.00000000  -9.18847e+00
   5.050    8.02095862    8.02090022    3.06858291    3.92038280    2.90321277    0.19346279   -1.00000000  -9.14396e+00
   5.050    8.11395192    8.11388857    3.11584686    3.93762252    2.93016449    0.19346279   -1.00000000  -9.10056e+00
   5.050    8.20220603    8.20213760    3.16300091    3.95486078    2.95695242    0.19346279   -1.00000000  -9.05817e+00
   5.050    8.28608688    8.28601323    3.20987526    3.97209052    2.98373870    0.19346279   -1.00000000  -9.01671e+00
   5.050    8.36595228    8.36587349    3.25632850    3.98930516    3.01065868    0.19346279   -1.00000000  -9.05206e+00
   5.050    9.01659338    9.01645268    3.67849351    4.16105840    3.31210678    0.19346280   -1.00000000  -8.48963e+00
   5.050    9.08741504    9.08726080    3.71446147    4.17822398    3.34804118    0.19346280   -1.00000000  -8.38505e+00
   5.050    9.15744014    9.15727004    3.74903681    4.19545371    3.38558826    0.19346280   -1.00000000  -8.28657e+00
   5.050    9.22692132    9.22673256    3.78206256    4.21273933    3.42488349    0.19346280   -1.00000000  -8.19497e+00
   5.050    9.29612422    9.29591355    3.81340153    4.23006941    3.46603044    0.19346280   -1.00000000  -8.10691e+00
   5.050    9.36539781    9.36516134    3.84290127    4.24743811    3.50917416    0.19346280   -1.00000000  -8.02572e+00
   5.050    9.43521168    9.43494480    3.87049162    4.26485544    3.55444635    0.19346280   -1.00000000  -7.94983e+00
   5.050    9.50632894    9.50602611    3.89615083    4.28237348    3.60211191    0.19346280   -1.00000000  -7.87874e+00
   5.050    9.58028714    9.57994115    3.91985674    4.30014843    3.65288810    0.19346280   -1.00000000  -7.81257e+00
   5.050    9.66081485    9.66041493    3.94170932    4.31867321    3.70881711    0.19346280   -1.00000000  -7.75040e+00
   5.050    9.76346594    9.76298721    3.96099243    4.33991399    3.77919082    0.19346280   -1.00000000  -7.69256e+00
   5.050    9.99211142    9.99143940    3.93635413    4.36423934    3.91158474    0.19346280   -1.00000000  -7.72323e+00
   5.050   10.24027039   10.23940498    3.85018027    4.35199049    3.95906231    0.19346280   -1.00000000  -7.86526e+00
   5.050   10.75607770   10.75484005    3.88927819    4.36622079    3.99822302    0.19346280   -1.00000000  -7.88604e+00
   5.050   11.07517486   11.07365225    3.95815994    4.38589387    4.02096106    0.19346280   -1.00000000  -7.75152e+00
   5.050   11.29412493   11.29235196    4.01061184    4.40320632    4.04602458    0.19346280   -1.00000000  -7.62643e+00
