# log(age)     Mini          Mact          logl          logt          logg      Composition      Phase         logMdot
   5.000    0.56230802    0.56230775    0.74211217    3.67918979    3.11568322    0.77018929   -1.00000000  -1.18601e+01
   5.000    0.68332975    0.68332939    0.89515919    3.69007225    3.09086877    0.77018929   -1.00000000  -1.17348e+01
   5.000    0.88005093    0.88005039    1.07338336    3.70164355    3.06890063    0.77018929   -1.00000000  -1.15948e+01
   5.000    1.25498548    1.25498460    1.28571144    3.71495854    3.06410249    0.77018929   -1.00000000  -1.14600e+01
   5.000    1.44049524    1.44049418    1.36322828    3.71942938    3.06433155    0.77018929   -1.00000000  -1.14121e+01
   5.000    1.87566202    1.87566054    1.51345761    3.72699412    3.05900623    0.77018929   -1.00000000  -1.13172e+01
   5.000    2.27907749    2.27907559    1.62728462    3.73182652    3.04908149    0.77018929   -1.00000000  -1.12387e+01
   5.000    2.63007088    2.63006861    1.71714907    3.73514471    3.03470316    0.77018929   -1.00000000  -1.11741e+01
   5.000    2.94007772    2.94007511    1.79394268    3.73773973    3.01668627    0.77018929   -1.00000000  -1.11137e+01
   5.000    3.21595414    3.21595122    1.86502417    3.73995103    2.99343333    0.77018929   -1.00000000  -1.10535e+01
   5.000    3.42256742    3.42256425    1.92319825    3.74202321    2.97058582    0.77018929   -1.00000000  -1.09996e+01
   5.000    3.59492452    3.59492120    1.99457492    3.74414647    2.92906380    0.77018929   -1.00000000  -1.09229e+01
   5.000    3.78451142    3.78450782    2.07365921    3.74651144    2.88174756    0.77018930   -1.00000000  -1.08360e+01
   5.000    3.94852854    3.94852464    2.16282850    3.74920201    2.82175129    0.77018930   -1.00000000  -1.07305e+01
   5.000    4.10154148    4.10153724    2.26623705    3.75260327    2.74830117    0.77018929   -1.00000000  -1.05940e+01
   5.000    4.24622951    4.24622488    2.36637369    3.75690179    2.68059651    0.77018929   -1.00000000  -1.04728e+01
   5.000    4.37664678    4.37664171    2.44115276    3.76256032    2.64142395    0.77018928   -1.00000000  -1.03774e+01
   5.000    4.49670299    4.49669745    2.50444635    3.76971788    2.61868144    0.77018926   -1.00000000  -1.03114e+01
   5.000    4.60981561    4.60980956    2.55780333    3.78123193    2.62202239    0.77018925   -1.00000000  -1.02604e+01
   5.000    4.71536156    4.71535502    2.60725114    3.79738874    2.64711513    0.77018923   -1.00000000  -1.02286e+01
   5.000    4.81666443    4.81665738    2.65354351    3.81607551    2.68476334    0.77018921   -1.00000000  -1.02051e+01
   5.000    4.91427216    4.91426461    2.69829294    3.83498937    2.72436672    0.77018920   -1.00000000  -1.01845e+01
   5.000    5.00803099    5.00802293    2.74226454    3.85384376    2.76413215    0.77018919   -1.00000000  -1.01663e+01
   5.000    5.10211789    5.10210931    2.78537250    3.87259949    2.80402164    0.77018917   -1.00000000  -1.01460e+01
   5.000    5.19308231    5.19307322    2.82800455    3.89131253    2.84395162    0.77018916   -1.00000000  -1.01279e+01
   5.000    5.28316782    5.28315821    2.87013568    3.91001353    2.88412903    0.77018915   -1.00000000  -1.01101e+01
   5.000    5.37421875    5.37420859    2.91171861    3.92873750    2.92480013    0.77018913   -1.00000000  -1.00918e+01
   5.000    5.46297235    5.46296165    2.95253709    3.94741962    2.96588259    0.77018912   -1.00000000  -1.00758e+01
   5.000    5.55037696    5.55036571    2.99189428    3.96592909    3.00744570    0.77018911   -1.00000000  -1.00604e+01
   5.000    5.63713917    5.63712736    3.03004660    3.98430618    3.04950154    0.77018912   -1.00000000  -1.00462e+01
   5.000    5.72254683    5.72253446    3.06721746    4.00259211    3.09206960    0.77018913   -1.00000000  -1.00341e+01
   5.000    5.82351436    5.82349845    3.10612822    4.02229863    3.13912897    0.77018914   -1.00000000  -1.00448e+01
   5.000    5.93338792    5.93336703    3.14557019    4.04270117    3.18880607    0.77018916   -1.00000000  -1.00617e+01
   5.000    6.04110378    6.04107802    3.18335669    4.06286962    3.23905483    0.77018917   -1.00000000  -1.00727e+01
   5.000    6.14835551    6.14832492    3.21986938    4.08288124    3.28991837    0.77018919   -1.00000000  -1.00771e+01
   5.000    6.25522179    6.25518642    3.25512696    4.10272336    3.34133266    0.77018922   -1.00000000  -1.01505e+01
   5.000    6.36084879    6.36080875    3.28895583    4.12233760    3.39317946    0.77018924   -1.00000000  -1.02303e+01
   5.000    6.46812981    6.46808506    3.32208752    4.14187210    3.44551753    0.77018926   -1.00000000  -1.02493e+01
