# log(age)     Mini          Mact          logl          logt          logg      Composition      Phase         logMdot
   5.000    0.55159409    0.55159382    0.73788668    3.68225690    3.12407986    0.48595659   -1.00000000  -1.18653e+01
   5.000    0.66327961    0.66327925    0.88106626    3.69215421    3.10038338    0.48595659   -1.00000000  -1.17472e+01
   5.000    0.82948775    0.82948726    1.03902246    3.70218556    3.07970882    0.48595659   -1.00000000  -1.16225e+01
   5.000    1.08134919    1.08134847    1.20262027    3.71227881    3.07172284    0.48595659   -1.00000000  -1.15129e+01
   5.000    1.42742459    1.42742354    1.35920770    3.72132769    3.07196144    0.48595659   -1.00000000  -1.14179e+01
   5.000    1.78376622    1.78376482    1.48570825    3.72756015    3.06720395    0.48595659   -1.00000000  -1.13383e+01
   5.000    2.25884732    2.25884543    1.62390325    3.73332098    3.05453525    0.48595659   -1.00000000  -1.12427e+01
   5.000    2.60754984    2.60754758    1.71481509    3.73660378    3.03918215    0.48595659   -1.00000000  -1.11770e+01
   5.000    2.91124370    2.91124111    1.79387241    3.73909456    3.01793058    0.48595659   -1.00000000  -1.11131e+01
   5.000    3.17339220    3.17338930    1.86302859    3.74132014    2.99510446    0.48595659   -1.00000000  -1.10538e+01
   5.000    3.36113142    3.36112834    1.92664691    3.74334570    2.96454678    0.48595659   -1.00000000  -1.09902e+01
   5.000    3.54252179    3.54251850    2.00157636    3.74558111    2.92138969    0.48595659   -1.00000000  -1.09100e+01
   5.000    3.72402359    3.72402001    2.08704695    3.74805291    2.86752007    0.48595659   -1.00000000  -1.08139e+01
   5.000    3.88205650    3.88205263    2.18444421    3.75086975    2.79944645    0.48595659   -1.00000000  -1.06966e+01
   5.000    4.01354075    4.01353655    2.28386919    3.75444379    2.72876325    0.48595659   -1.00000000  -1.05689e+01
   5.000    4.15380993    4.15380531    2.37878701    3.75950106    2.66884703    0.48595659   -1.00000000  -1.04430e+01
   5.000    4.28019565    4.28019058    2.45377229    3.76578982    2.63214535    0.48595658   -1.00000000  -1.03579e+01
   5.000    4.39338371    4.39337818    2.51235474    3.77435028    2.61904364    0.48595657   -1.00000000  -1.02947e+01
   5.000    4.49865752    4.49865152    2.56550177    3.78695699    2.62677650    0.48595656   -1.00000000  -1.02522e+01
   5.000    4.60131042    4.60130392    2.61421376    3.80533722    2.66123421    0.48595655   -1.00000000  -1.02222e+01
   5.000    4.69873361    4.69872661    2.66085606    3.82469459    2.70117178    0.48595654   -1.00000000  -1.02009e+01
   5.000    4.79420084    4.79419334    2.70619439    3.84432087    2.74309225    0.48595653   -1.00000000  -1.01812e+01
   5.000    4.88884440    4.88883638    2.75066332    3.86413159    2.78629942    0.48595652   -1.00000000  -1.01621e+01
   5.000    4.98028789    4.98027935    2.79427611    3.88383869    2.82966311    0.48595651   -1.00000000  -1.01455e+01
   5.000    5.07077304    5.07076398    2.83582685    3.90286614    2.87197715    0.48595650   -1.00000000  -1.01282e+01
   5.000    5.15894778    5.15893821    2.87606201    3.92163866    2.91430548    0.48595649   -1.00000000  -1.01128e+01
   5.000    5.24538316    5.24537306    2.91551637    3.94036330    2.95707568    0.48595648   -1.00000000  -1.00995e+01
   5.000    5.33396772    5.33395708    2.95387350    3.95901794    3.00051411    0.48595648   -1.00000000  -1.00854e+01
   5.000    5.42278841    5.42277721    2.99172519    3.97763453    3.04430665    0.48595647   -1.00000000  -1.00730e+01
   5.000    5.50963426    5.50962250    3.02824430    3.99604970    3.08843188    0.48595648   -1.00000000  -1.00625e+01
   5.000    5.59824482    5.59823251    3.06330327    4.01414385    3.13259207    0.48595648   -1.00000000  -1.00521e+01
   5.000    5.68612238    5.68610949    3.09743378    4.03211024    3.17711305    0.48595649   -1.00000000  -1.00438e+01
   5.000    5.77636051    5.77634598    3.13054332    4.05000738    3.22232625    0.48595650   -1.00000000  -1.00456e+01
   5.000    5.88255544    5.88253608    3.16443910    4.06828062    3.26878091    0.48595651   -1.00000000  -1.00719e+01
   5.000    5.98872272    5.98869861    3.19749289    4.08639855    3.31545451    0.48595652   -1.00000000  -1.02291e+01
   5.000    6.09575641    6.09572760    3.22993786    4.10439284    3.36230154    0.48595654   -1.00000000  -1.04268e+01
   5.000    6.20223455    6.20220112    3.26147021    4.12219789    3.40926625    0.48595656   -1.00000000  -1.05497e+01
   5.000    6.30886864    6.30883057    3.29228887    4.13984015    3.45630420    0.48595657   -1.00000000  -1.04314e+01
   5.000    6.41617197    6.41612918    3.32254509    4.15733502    3.50336072    0.48595659   -1.00000000  -1.03296e+01
   5.000    6.52390774    6.52386014    3.35221930    4.17467016    3.55038990    0.48595660   -1.00000000  -1.02401e+01
   5.000    6.63226455    6.63221207    3.38139047    4.19185030    3.59734457    0.48595660   -1.00000000  -1.01597e+01
   5.000    6.74172060    6.74166310    3.41020360    4.20889305    3.64418283    0.48595661   -1.00000000  -1.00861e+01
   5.000    6.85208608    6.85202345    3.43865550    4.22578945    3.69085908    0.48595660   -1.00000000  -1.00183e+01
   5.000    6.96313980    6.96307191    3.46674254    4.24253239    3.73733335    0.48595659   -1.00000000  -9.95532e+00
   5.000    7.10839674    7.10832332    3.49921043    4.26335812    3.79718311    0.48595659   -1.00000000  -9.86685e+00
   5.000    7.27373981    7.27366051    3.53413761    4.28635238    3.86414115    0.48595659   -1.00000000  -9.77532e+00
   5.000    7.44331544    7.44322988    3.56932522    4.30951777    3.93177692    0.48595659   -1.00000000  -9.69373e+00
   5.000    7.59681504    7.59672327    3.59879761    4.32795742    3.98488696    0.48595659   -1.00000000  -9.61956e+00
   5.000    7.74412244    7.74402430    3.62547866    4.34402916    4.03075032    0.48595659   -1.00000000  -9.55163e+00
   5.000    7.89365595    7.89355173    3.65189135    4.36003634    4.07674858    0.48595659   -1.00000000  -1.02194e+01
   5.000    8.05348437    8.05337428    3.67869001    4.37604461    4.12276053    0.48595659   -1.00000000  -1.08024e+01
   5.000    8.22438815    8.22427148    3.70525880    4.39187201    4.16850058    0.48595659   -1.00000000  -1.06579e+01
   5.000    8.39484159    8.39471833    3.73131320    4.40733978    4.21329275    0.48595659   -1.00000000  -1.05340e+01
   5.000    8.55776629    8.55763645    3.75568702    4.42045649    4.24979089    0.48595659   -1.00000000  -1.04299e+01
   5.000    8.70246458    8.70232847    3.77666974    4.43018911    4.27492232    0.48595659   -1.00000000  -1.03438e+01
   5.000    8.84867593    8.84853343    3.79798689    4.43985076    4.29951053    0.48595659   -1.00000000  -1.02626e+01
   5.000    8.99794231    8.99779325    3.81980867    4.44936403    4.32315229    0.48595659   -1.00000000  -1.01839e+01
   5.000    9.24223654    9.24207510    3.85275505    4.46527404    4.36503188    0.48595659   -1.00000000  -1.00384e+01
