# log(age)     Mini          Mact          logl          logt          logg      Composition      Phase         logMdot
   5.000    0.58916068    0.58916039    0.76727341    3.67709018    3.10241797    0.48595659   -1.00000000  -1.18384e+01
   5.000    0.71723770    0.71723731    0.92128282    3.68804963    3.07771512    0.48595659   -1.00000000  -1.17127e+01
   5.000    0.94262167    0.94262109    1.11229618    3.70056141    3.05557945    0.48595659   -1.00000000  -1.15634e+01
   5.000    1.32834455    1.32834361    1.31568573    3.71353307    3.05305284    0.48595659   -1.00000000  -1.14370e+01
   5.000    1.51220582    1.51220471    1.38886332    3.71781504    3.05333577    0.48595659   -1.00000000  -1.13923e+01
   5.000    1.97865624    1.97865466    1.54233591    3.72563074    3.04789473    0.48595659   -1.00000000  -1.12943e+01
   5.000    2.38583896    2.38583696    1.65235782    3.73037387    3.03810278    0.48595659   -1.00000000  -1.12183e+01
   5.000    2.73159000    2.73158763    1.73720743    3.73360361    3.02493148    0.48595659   -1.00000000  -1.11573e+01
   5.000    3.03941945    3.03941674    1.81210586    3.73615103    3.00660429    0.48595659   -1.00000000  -1.10980e+01
   5.000    3.31824342    3.31824040    1.88177851    3.73839577    2.98405504    0.48595659   -1.00000000  -1.10384e+01
   5.000    3.52457710    3.52457384    1.93963723    3.74045993    2.96064870    0.48595659   -1.00000000  -1.09848e+01
   5.000    3.70043941    3.70043598    2.01094844    3.74266365    2.91933144    0.48595659   -1.00000000  -1.09083e+01
   5.000    3.88592387    3.88592016    2.08719428    3.74505917    2.87389034    0.48595659   -1.00000000  -1.08242e+01
   5.000    4.05185905    4.05185504    2.17661558    3.74786587    2.81374073    0.48595659   -1.00000000  -1.07141e+01
   5.000    4.21747432    4.21746996    2.28624145    3.75151599    2.73615720    0.48595659   -1.00000000  -1.05789e+01
   5.000    4.36073880    4.36073403    2.38089642    3.75610420    2.67427624    0.48595659   -1.00000000  -1.04548e+01
   5.000    4.48984060    4.48983538    2.45659216    3.76171498    2.63384266    0.48595658   -1.00000000  -1.03677e+01
   5.000    4.61028555    4.61027986    2.51697755    3.76945501    2.61578464    0.48595657   -1.00000000  -1.02993e+01
   5.000    4.72212482    4.72211862    2.57094779    3.78058435    2.61683616    0.48595656   -1.00000000  -1.02515e+01
   5.000    4.82827886    4.82827216    2.61975218    3.79687219    2.64277637    0.48595655   -1.00000000  -1.02185e+01
   5.000    4.92901115    4.92900395    2.66608084    3.81555254    2.68014487    0.48595654   -1.00000000  -1.01954e+01
   5.000    5.02594789    5.02594018    2.71114982    3.83445020    2.71919129    0.48595653   -1.00000000  -1.01751e+01
   5.000    5.12174770    5.12173947    2.75514278    3.85328959    2.75867554    0.48595652   -1.00000000  -1.01542e+01
   5.000    5.21393106    5.21392232    2.79860105    3.87205347    2.79808598    0.48595652   -1.00000000  -1.01355e+01
   5.000    5.30533266    5.30532339    2.84129638    3.89072862    2.83761993    0.48595651   -1.00000000  -1.01162e+01
   5.000    5.39550136    5.39549155    2.88327155    3.90933724    2.87736608    0.48595650   -1.00000000  -1.00976e+01
   5.000    5.48287548    5.48286514    2.92451690    3.92791539    2.91749433    0.48595649   -1.00000000  -1.00809e+01
   5.000    5.57263709    5.57262619    2.96532731    3.94657903    2.95833140    0.48595648   -1.00000000  -1.00633e+01
   5.000    5.66148412    5.66147267    3.00536472    3.96520402    2.99965477    0.48595648   -1.00000000  -1.00472e+01
   5.000    5.74859874    5.74858672    3.04445219    3.98374349    3.04145220    0.48595648   -1.00000000  -1.00332e+01
   5.000    5.83672471    5.83671211    3.08186387    4.00196457    3.08344489    0.48595649   -1.00000000  -1.00191e+01
   5.000    5.92337775    5.92336457    3.11814042    4.02006890    3.12599220    0.48595649   -1.00000000  -1.00072e+01
   5.000    6.01205254    6.01203877    3.15412442    4.03820320    3.16910141    0.48595650   -1.00000000  -9.99686e+00
   5.000    6.12161842    6.12159805    3.19297789    4.05918460    3.22142402    0.48595651   -1.00000000  -1.00174e+01
   5.000    6.23076131    6.23073498    3.23066487    4.07981163    3.27355158    0.48595652   -1.00000000  -1.00427e+01
   5.000    6.34095113    6.34091887    3.26737434    4.10035379    3.32638725    0.48595654   -1.00000000  -1.01665e+01
   5.000    6.45017287    6.45013477    3.30263164    4.12067214    3.37971502    0.48595656   -1.00000000  -1.02537e+01
   5.000    6.55952455    6.55948061    3.33675229    4.14082277    3.43351731    0.48595657   -1.00000000  -1.02052e+01
   5.000    6.66865400    6.66860414    3.36970870    4.16077471    3.48767417    0.48595658   -1.00000000  -1.00991e+01
   5.000    6.77931185    6.77925588    3.40196878    4.18062119    3.54220784    0.48595659   -1.00000000  -1.00053e+01
   5.000    6.89091161    6.89084936    3.43345961    4.20032163    3.59698963    0.48595659   -1.00000000  -9.92097e+00
   5.000    7.00337774    7.00330911    3.46410587    4.21978142    3.65168770    0.48595659   -1.00000000  -9.84415e+00
   5.000    7.11333415    7.11326167    3.48951627    4.23623947    3.69869864    0.48595659   -1.00000000  -9.77181e+00
   5.000    7.22456904    7.22449253    3.51460919    4.25258457    3.74565184    0.48595659   -1.00000000  -9.70527e+00
   5.000    7.33670012    7.33661941    3.53935981    4.26880704    3.79251055    0.48595659   -1.00000000  -9.64367e+00
   5.000    7.45094006    7.45085491    3.56403946    4.28495371    3.83926340    0.48595659   -1.00000000  -9.58572e+00
   5.000    7.56097074    7.56088102    3.58620435    4.29872154    3.87852745    0.48595659   -1.00000000  -9.53066e+00
   5.000    7.66805970    7.66796527    3.60653278    4.31068630    3.91206100    0.48595659   -1.00000000  -9.47795e+00
   5.000    7.77647498    7.77637561    3.62678550    4.32254530    3.94532160    0.48595659   -1.00000000  -9.42811e+00
   5.000    7.88720110    7.88709650    3.64712066    4.33428918    3.97816876    0.48595659   -1.00000000  -9.38051e+00
   5.000    8.00002155    7.99991142    3.66752669    4.34592170    4.01061702    0.48595659   -1.00000000  -9.33504e+00
   5.000    8.15262212    8.15250382    3.69263741    4.36189607    4.05743901    0.48595659   -1.00000000  -9.46692e+00
   5.000    8.31024623    8.31012103    3.71766829    4.37787281    4.10461501    0.48595659   -1.00000000  -1.05576e+01
   5.000    8.47171829    8.47158642    3.74235776    4.39369118    4.15170155    0.48595659   -1.00000000  -1.04333e+01
   5.000    8.64992996    8.64979003    3.76744332    4.40914436    4.19736133    0.48595659   -1.00000000  -1.03010e+01
   5.000    8.83340129    8.83325286    3.79285537    4.42431042    4.24172207    0.48595659   -1.00000000  -1.01810e+01
   5.000    9.02686140    9.02670389    3.81996089    4.43955775    4.28521033    0.48595659   -1.00000000  -1.00705e+01
   5.000    9.26083382    9.26066350    3.84983915    4.45543523    4.32944310    0.48595659   -1.00000000  -9.92370e+00
   5.000    9.54574824    9.54556227    3.88657049    4.47326092    4.37705103    0.48595659   -1.00000000  -9.78590e+00
   5.000    9.95374508    9.95353605    3.93008776    4.49492894    4.43887404    0.48595659   -1.00000000  -9.65137e+00
   5.000   11.28800550   11.28770218    3.95972234    4.50380278    4.49912480    0.48595659    0.00000000  -9.56639e+00
   5.000   11.36181583   11.36150667    3.96550388    4.50290565    4.49254380    0.48595659    0.00000000  -9.54185e+00
   5.000   11.43267409   11.43235931    3.97072015    4.50184064    4.48574499    0.48595659    0.00000000  -9.53976e+00
   5.000   11.53441275   11.53408985    3.98203410    4.50434641    4.48829847    0.48595659    0.00000000  -9.55334e+00
   5.000   11.63831252   11.63798126    3.98988389    4.50569498    4.48976899    0.48595659    0.00000000  -9.54420e+00
   5.000   11.74270273   11.74236302    3.99717593    4.50681253    4.49089167    0.48595659    0.00000000  -9.53824e+00
   5.000   11.84848293   11.84813461    4.00479870    4.50786833    4.49148917    0.48595659    0.00000000  -9.53205e+00
   5.000   11.95573216   11.95537505    4.01331456    4.50899779    4.49154376    0.48595659    0.00000000  -9.52400e+00
   5.000   12.14544325   12.14506884    4.03038004    4.51119018    4.48997614    0.48595659    0.00000000  -9.48638e+00
   5.000   12.39201298   12.39161520    4.05370649    4.51419099    4.48722371    0.48595659    0.00000000  -9.43408e+00
   5.000   12.63958239   12.63916089    4.07785781    4.51732566    4.48421653    0.48595659    0.00000000  -9.38609e+00
   5.000   12.88878456   12.88833891    4.10265539    4.52057644    4.48108431    0.48595659    0.00000000  -9.34150e+00
   5.000   13.15904859   13.15857439    4.12837660    4.52396035    4.47788313    0.48595659    0.00000000  -9.28667e+00
   5.000   13.44757834   13.44707172    4.15490425    4.52746767    4.47467032    0.48595659    0.00000000  -9.22767e+00
   5.000   13.73728209   13.73674246    4.18155875    4.53101065    4.47151104    0.48595659    0.00000000  -9.17539e+00
   5.000   14.03114520   14.03057166    4.20858418    4.53462250    4.46839017    0.48595659    0.00000000  -9.12802e+00
   5.000   14.37910516   14.37848588    4.23767859    4.53851209    4.46521001    0.48595659    0.00000000  -9.05968e+00
   5.000   14.72658303   14.72591779    4.26694444    4.54244130    4.46207166    0.48595659    0.00000000  -9.00199e+00
   5.000   15.08257981   15.08186559    4.29636842    4.54640570    4.45901138    0.48595659    0.00000000  -8.94633e+00
   5.000   15.48408234   15.48330803    4.32752063    4.55062613    4.45599336    0.48595659    0.00000000  -8.87953e+00
   5.000   15.88518428   15.88434881    4.35863207    4.55484946    4.45301646    0.48595659    0.00000000  -8.82169e+00
   5.000   16.33595768   16.33504787    4.39167416    4.55935339    4.45005233    0.48595659    0.00000000  -8.75384e+00
   5.000   16.80602019   16.80502976    4.42544330    4.56396638    4.44710995    0.48595659    0.00000000  -8.68949e+00
   5.000   20.07246732   20.07094706    4.65929191    4.59698882    4.43134422    0.48595659    0.00000000  -8.39783e+00
   5.000   20.42608988   20.42426063    4.64829242    4.59395481    4.42814833    0.48595659    0.00000000  -8.24941e+00
   5.000   20.78240566   20.78047142    4.66582209    4.59630201    4.42691221    0.48595659    0.00000000  -8.20492e+00
   5.000   21.14235296   21.14031015    4.68353036    4.59867340    4.42566461    0.48595659    0.00000000  -8.16413e+00
   5.000   21.51842136   21.51626314    4.70202724    4.60115465    4.42438021    0.48595659    0.00000000  -8.12521e+00
   5.000   21.88786833   21.88559330    4.72020126    4.60358962    4.42310517    0.48595659    0.00000000  -8.09005e+00
   5.000   22.26013226   22.25773653    4.73851349    4.60604334    4.42182149    0.48595659    0.00000000  -8.05726e+00
   5.000   22.63657382   22.63405295    4.75703031    4.60852526    4.42052691    0.48595659    0.00000000  -8.02640e+00
   5.000   23.01449568   23.01184569    4.77561987    4.61101698    4.41922746    0.48595659    0.00000000  -7.99745e+00
   5.000   23.39565937   23.39287565    4.79436819    4.61353081    4.41792042    0.48595659    0.00000000  -7.97005e+00
   5.000   23.78001144   23.77708911    4.81327267    4.61606654    4.41660658    0.48595659    0.00000000  -7.94404e+00
   5.000   24.16791223   24.16484608    4.83235097    4.61862678    4.41528566    0.48595659    0.00000000  -7.91924e+00
   5.000   24.55866902   24.55545381    4.85156902    4.62120675    4.41395920    0.48595659    0.00000000  -7.89559e+00
   5.000   24.95242171   24.94905188    4.87093363    4.62380746    4.41262709    0.48595659    0.00000000  -7.87297e+00
   5.000   30.24761698   30.24156498    5.07148822    4.65002554    4.40033545    0.48595659    0.00000000  -7.53597e+00
   5.000   30.76464080   30.75835603    5.08738264    4.65205564    4.39948224    0.48595659    0.00000000  -7.50481e+00
   5.000   31.28641695   31.27988835    5.10342160    4.65410318    4.39861781    0.48595659    0.00000000  -7.47544e+00
   5.000   31.81268450   31.80590044    5.11959705    4.65616745    4.39774389    0.48595659    0.00000000  -7.44765e+00
   5.000   32.34445683   32.33740476    5.13593973    4.65825236    4.39685888    0.48595659    0.00000000  -7.42123e+00
   5.000   32.88512586   32.87779041    5.15255399    4.66037265    4.39596279    0.48595659    0.00000000  -7.39588e+00
   5.000   33.43172780   33.42409465    5.16934828    4.66251574    4.39505721    0.48595659    0.00000000  -7.37164e+00
   5.000   33.98133276   33.97338763    5.18623333    4.66467020    4.39414643    0.48595659    0.00000000  -7.34852e+00
   5.000   34.53962516   34.53135121    5.20338202    4.66685854    4.39322374    0.48595659    0.00000000  -7.32619e+00
   5.000   35.28920292   35.28049313    5.22491297    4.66957722    4.39208279    0.48595659    0.00000000  -7.29476e+00
   5.000   36.86923526   36.85964977    5.26529863    4.67457504    4.39000877    0.48595659    0.00000000  -7.22611e+00
   5.000   38.45870861   38.44818933    5.30592783    4.67960587    4.38793231    0.48595659    0.00000000  -7.16641e+00
   5.000   40.06001675   40.04850165    5.34686130    4.68467760    4.38585199    0.48595658    0.00000000  -7.11346e+00
   5.000   42.80523604   42.79197277    5.40834275    4.69211277    4.38282355    0.48595658    0.00000000  -7.02280e+00
   5.000   45.01911904   45.00442800    5.45446971    4.69759352    4.38052930    0.48595657    0.00000000  -6.95652e+00
   5.000   47.17423605   47.15818057    5.49552544    4.70240229    4.37858953    0.48595656    0.00000000  -6.89507e+00
